0,yes,126.5
1,yes,418.4
2,no,0
3,no,0
4,no,0
5,no,0
6,no,0
7,yes,460.7
8,no,0
9,yes,276.9
10,no,0
11,yes,156.4
12,no,0
13,yes,314.5
14,no,0
15,no,0
16,yes,190.5
17,yes,121.7
18,yes,368.4
19,no,0
20,yes,375
21,yes,435.3
22,no,0
23,yes,207
24,yes,46.4
25,yes,176.9
26,yes,473.1
27,no,0
28,yes,344.4
29,no,0
30,no,0
31,yes,386.3
32,no,0
33,no,0
34,yes,9.1
35,no,0
36,no,0
37,no,0
38,no,0
39,yes,403.1
40,no,0
41,no,0
42,yes,47.5
43,yes,477.1
44,no,0
45,no,0
46,yes,160.7
47,no,0
48,yes,148.5
49,yes,252.8
50,yes,7
51,no,0
52,yes,464.7
53,no,0
54,no,0
55,yes,199.7
56,no,0
57,no,0
58,yes,311.1
59,yes,60.6
60,yes,374.2
61,no,0
62,yes,145
63,yes,290.1
64,yes,103.6
65,no,0
66,yes,214.1
67,yes,428.8
68,no,0
69,no,0
70,no,0
71,yes,499.1
72,yes,332
73,yes,374.2
74,no,0
75,yes,427.6
76,yes,79.7
77,yes,455.7
78,no,0
79,no,0
80,yes,290.1
81,no,0
82,yes,325
83,yes,457.2
84,no,0
85,no,0
86,no,0
87,no,0
88,yes,316.2
89,no,0
90,yes,242.9
91,no,0
92,no,0
93,no,0
94,yes,34.8
95,yes,312.2
96,no,0
97,yes,196.4
98,no,0
99,yes,368.7
100,no,0
101,no,0
102,yes,116.4
103,no,0
104,no,0
105,yes,435.3
106,yes,297.8
107,no,0
108,no,0
109,no,0
110,yes,411.6
111,yes,84
112,no,0
113,no,0
114,no,0
115,no,0
116,yes,288.6
117,no,0
118,yes,33.6
119,yes,88.2
120,yes,96.1
121,no,0
122,no,0
123,yes,380.9
124,no,0
125,yes,425.4
126,yes,85.9
127,no,0
128,yes,12.7
129,no,0
130,no,0
131,yes,395.9
132,yes,59.8
133,no,0
134,yes,137.3
135,no,0
136,no,0
137,yes,264.8
138,no,0
139,yes,446.6
140,yes,281.6
141,yes,263.3
142,no,0
143,no,0
144,yes,189.8
145,no,0
146,no,0
147,yes,463.7
148,no,0
149,no,0
150,yes,494
151,yes,362.8
152,no,0
153,no,0
154,yes,60.8
155,yes,326.3
156,no,0
157,no,0
158,no,0
159,yes,331
160,yes,87.3
161,yes,251.5
162,yes,65.9
163,no,0
164,yes,12.4
165,no,0
166,yes,431.8
167,no,0
168,yes,78.8
169,yes,340.5
170,yes,56.7
171,no,0
172,yes,393.1
173,no,0
174,yes,276.8
175,yes,88.2
176,no,0
177,yes,460
178,yes,346.4
179,no,0
180,no,0
181,yes,269.5
182,no,0
183,yes,203.4
184,no,0
185,no,0
186,yes,55
187,yes,160.3
188,no,0
189,yes,279.1
190,no,0
191,no,0
192,no,0
193,no,0
194,no,0
195,no,0
196,no,0
197,yes,337.3
198,yes,423.4
199,yes,98.3
200,no,0
201,yes,248.7
202,yes,225.8
203,yes,128.6
204,no,0
205,yes,285.2
206,no,0
207,no,0
208,no,0
