0,Nintendo 64 Gamecube,939.6
1,Nintendo 64 Gamecube,1361
2,Apartment,2190.8
3,Sega Dreamcast,2562.9
4,PS2,1496
5,Nintendo 64 Gamecube,3174.5
6,GameBoy,560.7
7,GameBoy,623.2
8,GameBoy,1937
9,Speakers,471.3
10,Car,1634.4
11,Nintendo 64 Gamecube,3020.8
12,Cruise package,2050.4
13,Apartment,151.2
14,PS2,1701.6
15,Car,311.3
16,electronic game,1792.9
17,Speakers,2918.6
18,Speakers,2488.6
19,PS1,2346.1
20,Barbie dolls,2711.2
21,PS1,1733.3
22,Plane tickets,2543.6
23,Luxury car,2112
24,Barbie dolls,2399.9
25,PS2,2790
26,Microsoft XBOX,1319.8
27,board game,1421.1
28,Plane tickets,1656
29,Microsoft XBOX,212.6
30,Nintendo 64 Gamecube,2849.6
31,Car,145.9
32,Apartment,1394.8
33,PS2,2767.8
34,Microsoft XBOX,2623.9
35,Sega Dreamcast,1428.9
36,House,2431.9
37,Laptop,1186.7
38,Luxury car,277.3
39,PS1,98.5
40,Laptop,1579.1
41,Apartment,612.8
42,board game,2032.8
43,electronic game,167
44,GameBoy,438.6
45,House,211.5
46,electronic game,3076.1
47,Apartment,2426.6
48,board game,679.1
49,Apartment,1861.5
50,electronic game,2288.7
51,board game,1468
52,Barbie dolls,2180.2
53,Speakers,2052.4
54,Nintendo 64 Gamecube,186.7
55,PS1,1948.5
56,Apartment,766.7
57,Car,3033.2
58,board game,3004.3
59,PS1,1683.2
60,GameBoy,1917.4
61,Plane tickets,614.2
62,Plane tickets,153
63,House,541.6
64,Cruise package,1296.2
65,Plane tickets,1050.2
66,Laptop,253.2
67,Apartment,2379.6
68,Luxury car,918.7
69,PS1,1468.8
70,electronic game,1221.3
71,PS1,179.4
72,board game,1971.4
73,Microsoft XBOX,2658.6
74,Plane tickets,2544.1
75,House,100.3
76,House,497.8
77,Cruise package,1784.9
78,Barbie dolls,761.1
79,Car,2521.9
80,Computer,2336.4
81,Luxury car,1081.7
82,House,920.1
83,Plane tickets,2338.8
84,Speakers,1603.4
85,soft toy,3025.6
86,Car,1409.2
87,Plane tickets,1952.2
88,PS2,1365.3
89,board game,1824.1
90,soft toy,1317
91,PS2,915
92,GameBoy,1132.9
93,Microsoft XBOX,708.3
94,GameBoy,829.3
95,Sega Dreamcast,1550.9
96,Apartment,330.1
97,Cruise package,2601.7
98,electronic game,1216.3
99,Plane tickets,1056.8
100,Car,1353.4
101,Car,379.4
102,GameBoy,1133.5
103,Speakers,2856.3
104,Luxury car,2390.7
105,Cruise package,2762.4
106,PS2,2342.9
107,Speakers,1329.7
108,soft toy,2938.4
109,GameBoy,820.3
110,Laptop,1918.3
111,GameBoy,2178
112,Sega Dreamcast,2355
113,GameBoy,2876.6
114,Nintendo 64 Gamecube,424.4
115,Barbie dolls,3057.5
116,Nintendo 64 Gamecube,1281.5
117,Microsoft XBOX,191.9
118,Computer,3132.6
119,Apartment,17.5
120,board game,2653.2
121,Car,1050.5
122,GameBoy,1166.6
123,Plane tickets,82.7
124,Nintendo 64 Gamecube,2470.5
125,board game,2177.9
126,Plane tickets,1390.6
127,PS1,658.6
128,board game,3098.2
129,Nintendo 64 Gamecube,2347.2
130,Laptop,182
131,Nintendo 64 Gamecube,1293.9
132,PS2,3217.4
133,GameBoy,2468.7
134,electronic game,2669.8
135,Computer,1927.6
136,Luxury car,475.3
137,House,1993
138,iPod,2241.8
139,soft toy,725.4
140,Microsoft XBOX,278.8
141,PS2,1458.6
142,PS2,2240.5
143,Cruise package,1337.3
144,PS2,1240.5
145,Luxury car,1351.9
