0,3742,sister
1,2173,husband
2,92,brother
3,232,auntie
4,3591,sister
5,3032,husband
6,531,father
7,1474,sister
8,228,wife
9,3425,daughter
10,3405,husband
11,2838,son
12,778,son
13,3135,husband
14,3708,sister
15,3448,auntie
16,3176,father
17,1299,husband
18,3534,father
19,633,auntie
20,1609,wife
21,1695,auntie
22,2700,brother
23,454,father
24,1399,sister
25,1755,son
26,2812,daughter
27,3241,wife
28,244,sister
29,1215,husband
30,0,sister
31,230,sister
32,609,auntie
33,318,daughter
34,950,sister
35,3677,sister
36,2617,uncle
37,1032,mother
38,2360,husband
39,3469,husband
40,2709,husband
41,1221,father
42,2172,sister
43,717,daughter
44,2344,uncle
45,3519,uncle
46,2068,uncle
47,498,brother
48,2,auntie
49,3766,uncle
50,653,daughter
51,1870,brother
52,2926,uncle
53,3691,son
54,3314,son
55,1645,mother
56,1398,daughter
57,2233,son
58,2888,auntie
59,216,sister
60,3357,auntie
61,181,brother
62,3793,wife
63,1908,father
64,3714,brother
65,83,uncle
66,3435,father
67,610,uncle
68,2785,uncle
69,66,husband
70,2448,auntie
71,2399,brother
72,179,wife
73,1101,husband
74,2677,daughter
75,2052,daughter
76,1963,father
77,314,son
78,3534,wife
79,709,brother
80,505,uncle
81,525,husband
82,2407,son
83,3891,daughter
84,841,daughter
85,1988,brother
86,1130,father
87,2811,wife
88,2627,uncle
89,186,son
90,2813,son
91,3431,son
92,779,husband
93,1543,wife
94,3971,sister
95,507,daughter
96,1536,uncle
97,252,uncle
98,2233,mother
99,3831,daughter
100,3679,uncle
101,2569,daughter
102,2585,uncle
103,1785,uncle
104,255,uncle
105,2521,mother
106,1048,sister
107,1082,brother
108,1588,husband
109,2930,uncle
110,1033,uncle
111,3503,husband
112,3438,uncle
113,2168,mother
114,826,brother
115,1607,mother
116,2746,sister
117,1129,mother
118,2516,brother
119,817,wife
120,1278,sister
121,2112,wife
122,989,son
123,2166,mother
124,575,daughter
125,2516,husband
126,503,husband
127,25,wife
128,3708,brother
129,1688,wife
130,1953,son
131,3292,mother
132,2962,auntie
133,2427,wife
134,947,brother
135,763,father
136,2008,sister
137,2248,sister
138,260,uncle
139,2897,mother
140,1091,husband
141,2085,wife
142,646,father
143,689,sister
144,3010,father
145,3670,brother
146,326,father
147,12,mother
148,3648,uncle
149,505,son
150,687,auntie
151,1839,daughter
152,2694,father
153,2889,husband
154,3270,wife
155,3620,husband
156,1657,auntie
157,3165,uncle
158,45,son
159,2542,wife
160,1942,mother
161,3944,son
162,2051,son
163,560,mother
164,987,mother
165,3609,brother
166,3328,wife
167,2853,sister
168,288,auntie
169,507,auntie
170,1211,father
171,1735,wife
172,3192,husband
173,3956,mother
174,69,son
175,2922,auntie
176,3506,son
177,2856,mother
178,941,father
179,1248,husband
180,1404,sister
181,2197,son
182,2013,daughter
183,1205,sister
184,605,mother
185,1014,auntie
186,57,sister
187,3538,husband
188,2552,father
189,3170,mother
190,1637,husband
191,60,mother
192,1870,auntie
193,1420,son
194,3134,sister
195,52,brother
196,186,mother
197,2467,brother
198,3902,daughter
199,3191,auntie
200,1397,daughter
201,2834,auntie
202,2874,brother
203,1917,daughter
204,2994,uncle
205,3263,uncle
206,2150,father
207,2012,son
208,2369,brother
209,1934,son
210,1549,son
211,1540,husband
212,558,sister
213,1597,mother
214,476,husband
215,3394,husband
216,3585,wife
217,1831,mother
218,438,daughter
219,3584,husband
220,2173,auntie
221,899,wife
222,1631,sister
223,193,brother
224,739,mother
225,132,father
226,659,sister
227,104,sister
228,143,mother
229,3737,wife
230,462,husband
231,1296,uncle
232,1720,father
233,3148,wife
234,1380,wife
235,914,uncle
236,2450,brother
237,2182,father
238,3816,brother
239,1381,uncle
240,3885,husband
241,263,mother
242,2951,mother
243,3031,father
244,2966,auntie
245,3248,husband
246,1676,sister
247,2967,father
248,3827,sister
249,603,son
250,3581,father
251,2573,husband
252,3816,husband
253,2495,father
254,2298,father
255,2942,sister
256,2647,son
257,3247,uncle
258,3234,auntie
259,2667,wife
260,1753,daughter
261,3002,son
262,3183,brother
263,305,sister
264,2793,wife
265,523,husband
266,1239,daughter
267,584,daughter
268,1432,daughter
269,200,father
270,3916,father
271,838,mother
272,1495,son
273,3284,husband
274,795,daughter
275,2715,son
276,3635,husband
277,79,sister
278,3599,sister
279,2868,father
280,2674,brother
281,211,uncle
282,2573,daughter
283,3867,father
284,1625,sister
285,2327,wife
286,2295,brother
287,2387,uncle
288,840,wife
289,782,brother
290,1547,brother
291,3774,uncle
292,2138,father
293,1767,uncle
294,1091,mother
295,1273,sister
296,231,daughter
297,2413,father
298,1813,uncle
299,3165,father
300,2660,mother
301,1190,auntie
302,3378,auntie
303,3038,father
304,255,mother
305,2357,mother
306,3881,husband
307,2734,wife
308,1958,daughter
309,3866,son
310,611,sister
311,3961,uncle
312,1855,father
313,1615,auntie
314,3815,auntie
315,3048,brother
316,3664,father
317,75,uncle
318,2358,wife
319,3295,husband
320,950,husband
321,2369,husband
322,973,uncle
323,1377,husband
324,3728,auntie
325,3616,brother
326,1128,auntie
327,1802,brother
328,339,brother
329,819,auntie
330,3611,son
331,210,son
332,469,daughter
333,2944,wife
334,282,auntie
335,3791,father
336,837,mother
337,2922,wife
338,2320,brother
339,81,auntie
340,943,father
341,2769,uncle
342,2697,sister
343,1189,uncle
344,1178,daughter
345,463,mother
346,3627,brother
347,3476,father
348,76,mother
349,3803,brother
350,1910,son
351,3748,father
352,3459,auntie
353,3560,father
354,202,wife
355,1812,daughter
356,571,uncle
357,1285,wife
358,1087,brother
359,2178,wife
360,3501,husband
361,732,sister
362,2764,wife
363,2727,auntie
364,3116,uncle
365,565,mother
366,1091,wife
367,2519,sister
368,296,uncle
369,339,son
370,1681,uncle
371,131,auntie
372,3213,son
373,2867,auntie
374,2689,husband
375,1881,uncle
376,2371,auntie
377,3250,husband
378,2712,son
379,3969,sister
380,2158,brother
381,1958,wife
382,2456,brother
383,512,husband
384,1229,mother
385,2754,sister
386,607,sister
387,1494,daughter
388,637,sister
389,3893,sister
390,3144,brother
391,1538,father
392,2485,brother
393,2921,mother
394,2246,sister
395,3803,daughter
396,169,son
397,3846,father
398,3886,husband
399,3031,auntie
400,3305,brother
401,47,mother
402,844,husband
403,646,uncle
404,3010,wife
405,2786,brother
406,107,brother
407,981,uncle
408,2010,husband
409,89,uncle
410,623,son
411,2189,daughter
412,54,daughter
413,3373,uncle
414,1116,uncle
415,435,auntie
416,2741,son
417,1968,father
418,111,uncle
419,1993,son
420,1972,father
421,3409,mother
422,322,brother
423,3402,brother
424,2442,daughter
425,2074,auntie
426,2187,mother
427,911,mother
428,3116,father
429,659,uncle
430,2363,sister
431,3982,husband
432,2920,uncle
433,2175,daughter
434,609,father
435,3000,brother
436,492,mother
437,3835,brother
438,3782,wife
439,2584,uncle
440,286,wife
441,708,father
442,1296,daughter
443,1881,uncle
444,1827,sister
445,496,brother
446,162,son
447,2751,uncle
448,1627,father
449,3602,father
450,857,wife
451,491,brother
452,3777,mother
453,3417,brother
454,2798,auntie
455,2905,wife
456,909,uncle
457,1263,sister
458,3097,sister
459,3139,brother
460,3828,uncle
461,2492,sister
462,1833,son
463,1182,son
464,581,mother
465,3395,husband
466,623,father
467,186,wife
468,2667,auntie
469,2945,husband
470,3699,uncle
471,1636,father
472,80,father
473,755,brother
474,283,auntie
475,2245,husband
476,2390,sister
477,2159,mother
478,1481,uncle
479,3074,daughter
480,3134,wife
481,1672,auntie
482,764,brother
483,3324,husband
484,1636,uncle
485,1420,husband
486,1132,husband
487,336,wife
488,1502,mother
489,2408,wife
490,336,wife
491,3959,father
492,3490,wife
493,3521,wife
494,762,sister
495,2821,brother
496,575,sister
497,3066,wife
498,151,auntie
499,1579,auntie
500,2625,uncle
501,3123,auntie
502,2226,wife
503,1463,sister
504,48,wife
505,1957,daughter
506,1520,sister
507,561,auntie
508,3503,auntie
509,41,husband
510,115,mother
511,1405,father
512,3359,auntie
513,113,son
514,1209,father
515,3678,son
516,1980,uncle
517,1772,daughter
518,732,father
519,2831,brother
520,1757,daughter
521,580,sister
522,2418,father
523,458,son
524,1974,father
525,2465,uncle
526,1996,uncle
527,3172,sister
528,343,father
529,2629,wife
530,377,sister
531,1709,father
532,1676,brother
533,2064,mother
534,1346,uncle
535,2546,daughter
536,3069,wife
537,3196,husband
538,2094,sister
539,956,son
540,1614,husband
541,2976,wife
542,414,father
543,592,daughter
544,3550,sister
545,174,father
546,1647,daughter
547,2351,uncle
548,3626,mother
549,439,son
550,3389,daughter
551,1142,son
552,3593,sister
553,932,son
554,701,mother
555,2877,auntie
556,2768,wife
557,733,auntie
558,1696,mother
559,2426,uncle
560,173,mother
561,2212,uncle
562,564,husband
563,1182,daughter
564,909,uncle
565,3545,son
566,2661,wife
567,3444,son
568,1337,wife
569,2198,son
570,406,sister
571,1479,brother
572,2483,son
573,2641,auntie
574,1418,sister
575,3867,son
576,571,father
577,255,auntie
578,1920,sister
579,2064,mother
580,1774,mother
581,1774,sister
582,48,daughter
583,3172,mother
584,2243,daughter
585,3304,daughter
586,3698,father
587,1072,mother
588,3439,wife
589,2581,sister
590,2709,husband
591,3625,brother
592,1505,mother
593,2487,uncle
594,362,father
595,990,brother
596,100,mother
597,494,brother
598,153,uncle
599,3870,husband
600,3426,daughter
601,1843,husband
602,1544,wife
603,562,wife
604,1021,daughter
605,639,auntie
606,249,son
607,2845,mother
608,2902,daughter
609,3140,sister
610,2250,auntie
611,2081,auntie
612,3240,daughter
613,3280,daughter
614,2965,brother
615,443,auntie
616,3627,auntie
617,848,wife
618,2768,sister
619,2979,son
620,244,husband
621,648,sister
622,3501,auntie
623,2959,daughter
624,626,brother
625,3581,brother
626,3801,wife
627,47,wife
628,2641,brother
629,686,auntie
630,190,wife
631,3153,husband
632,2296,son
633,629,uncle
634,675,auntie
635,1948,auntie
636,1293,uncle
637,1416,father
638,3945,son
639,759,son
640,942,brother
641,3228,auntie
642,2478,sister
643,1889,sister
644,3223,uncle
645,543,wife
646,3852,uncle
647,88,husband
648,513,wife
649,1403,sister
650,2425,brother
651,2453,wife
652,3519,auntie
653,3192,mother
654,1382,mother
655,2701,auntie
656,3745,brother
657,2936,auntie
658,3298,auntie
659,1807,sister
660,2771,daughter
661,1818,brother
662,758,auntie
663,234,uncle
664,3293,wife
665,666,sister
666,2888,son
667,838,mother
668,1443,sister
669,270,father
670,1627,mother
671,1993,uncle
672,2404,husband
673,2536,uncle
674,2060,mother
675,2289,father
676,3772,brother
677,1529,uncle
678,3732,father
679,2398,brother
680,2052,father
681,2122,son
682,2027,mother
683,1736,brother
684,3984,husband
685,2851,mother
686,2049,auntie
687,2274,husband
688,3150,wife
689,2374,son
690,2116,son
691,1184,son
692,3115,father
693,2898,brother
694,2687,auntie
695,3980,son
696,3375,mother
697,1219,son
698,2583,daughter
699,976,son
700,3998,auntie
701,1647,father
702,2799,father
703,1010,husband
704,151,wife
705,232,brother
706,1603,father
707,465,uncle
708,855,mother
709,3359,husband
710,783,mother
711,1740,son
712,1014,father
713,2845,mother
714,1319,wife
715,1913,mother
716,742,auntie
717,3113,auntie
718,3581,daughter
719,2256,son
720,2744,husband
721,1639,wife
722,1441,mother
723,3935,husband
724,3449,uncle
725,854,husband
726,730,auntie
727,565,uncle
728,3119,mother
729,3631,sister
730,80,auntie
731,794,auntie
732,639,husband
733,3915,mother
734,2116,brother
735,2195,uncle
736,3433,sister
737,2332,mother
738,564,mother
739,1985,brother
740,1288,son
741,2768,father
742,26,auntie
743,2401,daughter
744,1780,husband
745,723,auntie
746,1964,husband
747,459,mother
748,1282,daughter
749,2156,auntie
750,444,mother
751,2069,wife
752,1121,sister
753,2557,mother
754,3767,auntie
755,1903,daughter
756,2397,daughter
757,229,sister
758,487,daughter
759,1318,auntie
760,3485,son
761,3168,son
762,83,mother
763,2340,daughter
764,1894,daughter
765,1220,husband
766,1852,mother
767,3244,sister
768,1880,father
769,3,brother
770,3551,sister
771,33,father
772,3502,son
773,3341,brother
774,1176,uncle
775,2750,brother
776,1889,sister
777,2062,daughter
778,1404,husband
779,2460,mother
780,3940,brother
781,2698,daughter
782,1948,husband
783,3986,daughter
784,2183,son
785,3334,mother
786,1511,mother
787,1614,sister
788,2198,son
789,1185,mother
790,710,husband
791,2719,husband
792,1817,husband
793,1940,father
794,2143,husband
795,973,brother
796,3443,husband
797,3160,auntie
798,3125,auntie
799,1309,father
800,3205,brother
801,2494,son
802,1252,uncle
803,944,wife
804,2315,sister
805,1815,daughter
806,488,sister
807,3842,brother
808,2491,son
809,2316,sister
810,1301,uncle
811,1390,sister
812,3436,mother
813,2148,wife
814,2558,wife
815,198,father
816,3755,auntie
817,3331,wife
818,2704,mother
819,445,father
820,3013,father
821,1032,wife
822,2230,daughter
823,3328,daughter
824,3074,husband
825,2444,daughter
826,2197,sister
827,278,wife
828,3046,father
829,2184,husband
830,207,husband
831,3622,mother
832,1040,daughter
833,973,daughter
834,3043,father
835,1135,mother
836,925,sister
837,3307,wife
838,905,auntie
839,3279,husband
840,356,auntie
841,3789,son
842,1400,husband
843,3103,husband
844,2873,mother
845,762,father
846,3585,son
847,1747,wife
848,1740,mother
849,3988,auntie
850,3763,mother
851,3388,auntie
852,3082,sister
853,3162,father
854,3800,mother
855,2856,daughter
856,3833,brother
857,2792,son
858,3797,daughter
859,1151,uncle
860,1150,daughter
861,2355,husband
862,2988,auntie
863,1030,wife
864,632,brother
865,1456,daughter
866,379,sister
867,2174,son
868,2916,daughter
869,3788,father
870,220,wife
871,1347,daughter
872,634,sister
873,403,son
874,1060,sister
875,303,sister
876,1740,son
877,2411,wife
878,263,husband
879,55,daughter
880,1196,brother
881,3896,husband
882,3953,mother
883,3819,sister
884,1796,auntie
885,121,mother
886,3020,sister
887,632,husband
888,1054,uncle
889,2247,sister
890,3646,mother
891,103,father
892,2748,son
893,123,brother
894,1738,mother
895,766,mother
896,2079,mother
897,2342,daughter
898,333,son
899,2012,mother
900,2722,son
901,2840,auntie
902,3840,son
903,1951,husband
904,3325,son
905,2460,daughter
906,795,uncle
907,3616,sister
908,3141,son
909,121,husband
910,366,uncle
911,3699,auntie
912,329,brother
913,2033,brother
914,2919,daughter
915,265,son
916,1397,daughter
917,835,wife
918,1873,uncle
919,1136,husband
920,3312,wife
921,2154,auntie
922,1298,sister
923,2800,mother
924,288,husband
925,318,mother
926,2346,mother
927,3214,sister
928,3394,father
929,3184,mother
930,3896,brother
931,2218,son
932,3157,son
933,2736,sister
934,2327,son
935,3843,husband
936,1583,wife
937,649,brother
938,3963,uncle
939,976,sister
940,1028,daughter
941,2530,mother
942,3895,uncle
943,2566,daughter
944,2660,son
945,221,daughter
946,1464,husband
947,1335,mother
948,1275,sister
949,1849,wife
950,2729,father
951,2159,auntie
952,336,husband
953,1777,husband
954,687,auntie
955,56,father
956,297,auntie
957,2621,mother
958,1548,sister
959,2837,father
960,3908,auntie
961,846,auntie
962,2142,husband
963,3208,brother
964,3422,brother
965,2292,uncle
966,1087,husband
967,2926,auntie
968,1710,brother
969,2042,father
970,3077,husband
971,3776,father
972,2504,brother
973,1895,brother
974,3393,daughter
975,1234,uncle
976,860,mother
977,1436,wife
978,3234,husband
979,21,daughter
980,3670,husband
981,3323,mother
982,2034,son
983,3415,mother
984,1471,auntie
985,3228,uncle
986,1365,son
987,0,father
988,1688,father
989,631,sister
990,3535,sister
991,20,auntie
992,2404,father
993,2880,husband
994,61,brother
995,3318,brother
996,1565,brother
997,2244,husband
998,2681,mother
999,2721,sister
1000,3323,wife
1001,559,sister
1002,1496,uncle
1003,3183,son
1004,3058,wife
1005,2087,auntie
1006,2094,sister
1007,2357,wife
1008,1523,daughter
1009,3504,husband
1010,262,father
1011,2467,wife
1012,744,husband
1013,1800,auntie
1014,3692,wife
1015,1766,father
1016,2138,auntie
1017,1002,auntie
1018,3270,mother
1019,3911,father
1020,2989,daughter
1021,2030,wife
1022,276,brother
1023,1227,brother
1024,2209,husband
1025,2917,auntie
1026,726,husband
1027,3731,sister
1028,1553,brother
1029,3711,husband
1030,517,uncle
1031,1596,sister
1032,3189,father
1033,1735,mother
1034,3734,brother
1035,1823,mother
1036,1026,auntie
1037,899,uncle
1038,540,husband
1039,1744,father
1040,551,son
1041,1399,auntie
1042,196,mother
1043,2432,uncle
1044,2735,daughter
1045,1441,daughter
1046,921,son
1047,3389,wife
1048,3684,auntie
1049,1213,daughter
1050,3488,father
1051,2222,mother
1052,3880,sister
1053,2880,husband
1054,1659,son
1055,2842,sister
1056,1340,husband
1057,510,sister
1058,1129,father
1059,2017,wife
1060,2203,daughter
1061,2662,brother
1062,1154,mother
1063,607,auntie
1064,3230,uncle
1065,1795,auntie
1066,1149,sister
1067,1934,wife
1068,664,wife
1069,667,husband
1070,1196,wife
1071,2818,father
1072,3000,mother
1073,1714,auntie
1074,3068,father
1075,525,father
1076,1036,husband
1077,2790,uncle
1078,2551,brother
1079,3611,mother
1080,3835,auntie
1081,3122,uncle
1082,420,brother
1083,3445,uncle
1084,2889,wife
1085,398,wife
1086,3492,son
1087,3329,son
1088,3893,wife
1089,523,father
1090,3573,uncle
1091,3358,father
1092,1947,father
1093,3449,auntie
1094,1233,auntie
1095,1353,father
1096,212,brother
1097,2275,uncle
1098,2254,father
1099,3069,wife
1100,2771,uncle
1101,3951,uncle
1102,2909,father
1103,621,brother
1104,1544,sister
1105,1889,father
1106,525,mother
1107,2506,wife
1108,1119,uncle
1109,2007,wife
1110,103,son
1111,2914,son
1112,3168,daughter
1113,76,husband
1114,3154,mother
1115,1244,sister
1116,2927,brother
1117,3415,uncle
1118,2127,auntie
1119,2303,sister
1120,3883,mother
1121,2508,mother
1122,1051,wife
1123,1322,father
1124,369,uncle
1125,2808,husband
1126,82,brother
1127,892,mother
1128,1752,brother
1129,1094,brother
1130,2408,son
1131,236,mother
1132,372,son
1133,1855,auntie
1134,2609,wife
1135,3343,daughter
1136,2005,uncle
1137,2051,son
1138,600,sister
1139,1751,son
1140,3912,son
1141,403,sister
1142,3177,wife
1143,3088,brother
1144,2643,sister
1145,3338,auntie
1146,2857,sister
1147,1667,uncle
1148,3291,uncle
1149,2845,daughter
1150,3835,auntie
1151,533,uncle
1152,1407,mother
1153,864,wife
1154,1403,husband
1155,1095,wife
1156,3900,wife
1157,322,brother
1158,3109,brother
1159,2358,uncle
1160,2921,husband
1161,1326,husband
1162,2125,husband
1163,2522,father
1164,3035,husband
1165,3402,father
1166,2374,uncle
1167,2025,wife
1168,289,brother
1169,2874,mother
1170,477,auntie
1171,3251,uncle
1172,3654,son
1173,1372,son
1174,221,husband
