15,107,Stanford,1,0
15,116,San Francisco,2,1
1,104,Oakland,2,2
14,102,San Francisco,2,3
6,109,Palo Alto,1,4
8,118,Mountain View,1,5
1,117,San Francisco,2,6
4,109,Stanford,2,7
11,115,Oakland,1,8
10,112,Stanford,1,9
10,112,San Francisco,1,10
4,116,Palo Alto,2,11
8,101,Mountain View,1,12
6,112,Palo Alto,2,13
8,102,Mountain View,3,14
14,108,Oakland,1,15
6,112,San Francisco,3,16
4,105,Stanford,1,17
6,115,San Francisco,1,18
2,106,San Francisco,2,19
3,115,Oakland,1,20
6,118,Stanford,1,21
15,117,Oakland,2,22
2,101,Stanford,1,23
3,115,Stanford,1,24
8,104,Oakland,2,25
1,115,Palo Alto,1,26
10,115,Palo Alto,1,27
7,119,Mountain View,1,28
6,105,Palo Alto,1,29
3,101,Stanford,2,30
6,105,Oakland,1,31
12,110,Oakland,2,32
10,102,Oakland,1,33
12,114,Mountain View,1,34
8,116,San Francisco,1,35
1,105,San Francisco,2,36
9,117,Oakland,1,37
11,107,Stanford,3,38
4,107,Oakland,1,39
12,101,San Francisco,1,40
9,105,Oakland,1,41
10,106,Oakland,2,42
6,112,Palo Alto,2,43
6,104,San Francisco,1,44
15,117,San Francisco,1,45
11,112,Palo Alto,1,46
12,101,Oakland,2,47
2,119,San Francisco,1,48
7,105,Mountain View,1,49
4,118,Oakland,1,50
8,117,San Francisco,1,51
7,101,San Francisco,2,52
11,120,Oakland,1,53
5,115,San Francisco,2,54
11,100,San Francisco,2,55
8,110,Stanford,3,56
3,117,Palo Alto,1,57
7,120,Palo Alto,1,58
11,108,Mountain View,4,59
3,109,San Francisco,1,60
2,107,Oakland,1,61
4,109,San Francisco,1,62
4,110,Palo Alto,3,63
12,120,Mountain View,1,64
11,119,Mountain View,2,65
10,104,San Francisco,1,66
12,119,Oakland,1,67
6,102,Mountain View,1,68
13,117,San Francisco,1,69
12,100,Palo Alto,4,70
5,112,Stanford,2,71
13,102,San Francisco,2,72
3,104,San Francisco,1,73
12,120,Oakland,2,74
10,112,Mountain View,2,75
9,109,Mountain View,2,76
2,113,Oakland,1,77
8,101,San Francisco,1,78
13,110,San Francisco,1,79
1,115,Oakland,1,80
3,100,Oakland,2,81
13,115,Palo Alto,2,82
8,112,San Francisco,1,83
10,102,Palo Alto,1,84
6,102,Oakland,1,85
13,119,Palo Alto,1,86
6,120,Stanford,1,87
2,109,Mountain View,1,88
10,112,Palo Alto,2,89
6,104,Palo Alto,1,90
13,118,Palo Alto,1,91
8,107,Mountain View,1,92
9,106,San Francisco,1,93
9,119,Oakland,1,94
5,118,San Francisco,2,95
11,118,Stanford,2,96
11,112,Palo Alto,1,97
15,118,Stanford,1,98
12,120,Stanford,2,99
5,117,San Francisco,1,100
7,117,Mountain View,1,101
9,110,Palo Alto,1,102
2,112,Mountain View,1,103
12,100,Stanford,3,104
15,119,Oakland,1,105
10,117,San Francisco,1,106
9,100,Palo Alto,3,107
6,117,Stanford,1,108
9,112,Stanford,2,109
15,106,Palo Alto,1,110
5,112,Oakland,2,111
1,112,San Francisco,1,112
7,111,Oakland,2,113
15,115,Oakland,1,114
11,111,San Francisco,3,115
4,113,Oakland,1,116
7,103,Mountain View,1,117
2,107,Stanford,2,118
15,106,Stanford,1,119
1,110,Palo Alto,2,120
5,100,San Francisco,1,121
6,104,Mountain View,1,122
11,101,Stanford,1,123
5,100,Stanford,3,124
13,106,Palo Alto,1,125
9,117,Palo Alto,1,126
9,119,San Francisco,1,127
8,108,Mountain View,1,128
7,119,Stanford,1,129
11,105,Stanford,1,130
10,109,Stanford,1,131
5,107,Mountain View,2,132
8,107,Stanford,1,133
6,109,Oakland,2,134
10,111,Palo Alto,2,135
2,110,San Francisco,1,136
9,102,San Francisco,1,137
6,118,Palo Alto,1,138
13,111,Palo Alto,1,139
10,116,Oakland,1,140
7,106,San Francisco,1,141
7,117,Stanford,1,142
9,115,Palo Alto,2,143
3,118,Palo Alto,1,144
6,106,Mountain View,1,145
2,116,Stanford,2,146
8,117,Oakland,1,147
3,104,Stanford,2,148
13,117,Stanford,1,149
9,104,San Francisco,1,150
2,105,Palo Alto,1,151
2,120,Oakland,2,152
2,113,Palo Alto,1,153
15,103,Palo Alto,1,154
10,108,Oakland,1,155
8,106,Palo Alto,2,156
15,117,Stanford,2,157
8,109,Mountain View,2,158
12,120,Mountain View,1,159
13,114,Stanford,1,160
1,101,Stanford,1,161
13,104,Palo Alto,2,162
13,119,Mountain View,1,163
8,110,San Francisco,1,164
7,103,Oakland,1,165
15,119,Mountain View,1,166
1,106,San Francisco,1,167
5,116,Oakland,1,168
7,104,Mountain View,2,169
11,106,San Francisco,1,170
6,117,Palo Alto,1,171
12,120,Stanford,1,172
3,114,Palo Alto,1,173
1,112,Stanford,2,174
3,108,Mountain View,2,175
14,120,Palo Alto,1,176
2,100,Oakland,1,177
3,106,Palo Alto,1,178
11,119,Stanford,1,179
6,103,Stanford,1,180
1,106,Oakland,1,181
4,103,Mountain View,2,182
15,107,Palo Alto,3,183
3,117,Oakland,2,184
1,101,Palo Alto,1,185
14,101,Palo Alto,1,186
1,105,Oakland,1,187
15,113,Mountain View,1,188
8,115,Stanford,1,189
1,109,Oakland,1,190
2,109,Palo Alto,1,191
12,101,Stanford,1,192
15,114,Stanford,3,193
14,116,Mountain View,3,194
2,109,San Francisco,2,195
14,104,Palo Alto,1,196
10,105,San Francisco,1,197
6,106,Oakland,2,198
14,100,Oakland,1,199
15,112,Mountain View,1,200
6,107,Mountain View,1,201
3,102,Stanford,2,202
13,102,Stanford,1,203
13,118,Palo Alto,1,204
8,116,San Francisco,4,205
8,105,Stanford,2,206
3,106,Oakland,2,207
7,102,San Francisco,1,208
15,101,San Francisco,2,209
14,119,Mountain View,2,210
14,118,Oakland,1,211
9,110,Oakland,2,212
4,118,Oakland,1,213
15,118,Palo Alto,1,214
13,103,Palo Alto,2,215
2,120,Oakland,1,216
3,108,Palo Alto,1,217
4,117,Oakland,1,218
11,113,San Francisco,1,219
15,117,Oakland,1,220
2,116,Mountain View,3,221
14,106,Mountain View,1,222
3,112,San Francisco,1,223
5,102,Oakland,2,224
12,109,Oakland,1,225
5,116,San Francisco,3,226
3,115,Oakland,1,227
12,110,Palo Alto,2,228
4,112,Palo Alto,1,229
12,116,Palo Alto,1,230
3,117,San Francisco,1,231
10,111,Mountain View,1,232
11,107,Oakland,1,233
2,115,Stanford,1,234
10,104,Palo Alto,1,235
6,117,Oakland,1,236
9,106,Stanford,2,237
3,105,San Francisco,1,238
1,111,San Francisco,1,239
2,107,Stanford,1,240
9,110,Mountain View,1,241
10,120,Palo Alto,1,242
13,119,Oakland,1,243
7,120,Stanford,2,244
3,103,San Francisco,2,245
3,113,Mountain View,1,246
6,110,Palo Alto,1,247
6,113,Oakland,1,248
11,113,Palo Alto,2,249
