0,Laptop,2313.5
1,Cruise package,551.5
2,Luxury car,2916.8
3,Apartment,1890.6
4,soft toy,3005.5
5,PS1,1733.8
6,Plane tickets,920.5
7,Luxury car,2871.1
8,Laptop,561.2
9,Luxury car,625.6
10,electronic game,335.3
11,Nintendo 64 Gamecube,1228.3
12,Car,2839.1
13,electronic game,1682.7
14,Speakers,1746.1
15,Apartment,1470.6
16,Laptop,2328.2
17,Cruise package,119.1
18,Plane tickets,2598.2
19,Apartment,1827.9
20,Microsoft XBOX,1324.8
21,Cruise package,837.9
22,Car,2509.5
23,electronic game,1508.4
24,Computer,656.2
25,PS2,908.1
26,Apartment,1619
27,Car,994.1
28,soft toy,1101
29,GameBoy,1123.3
30,Nintendo 64 Gamecube,1802.8
31,Luxury car,1924.4
32,Sega Dreamcast,1124.1
33,Luxury car,766
34,electronic game,927.1
35,Car,18.8
36,Car,754.7
37,Car,1793.9
38,Cruise package,3075.3
39,Plane tickets,525.6
40,PS2,1778.3
41,board game,2784.8
42,iPod,2151.3
43,Laptop,494.7
44,PS1,965.8
45,Microsoft XBOX,2303.3
46,Speakers,1117.5
47,Cruise package,130.4
48,soft toy,2553.1
49,House,1857.8
50,Apartment,1333
51,electronic game,628.9
52,GameBoy,820.7
53,Microsoft XBOX,1893.8
54,Sega Dreamcast,1311.6
55,board game,1605
56,soft toy,1584.4
57,electronic game,654.7
58,iPod,1624.2
59,Microsoft XBOX,1386.8
60,soft toy,679.2
61,Barbie dolls,2463.6
62,Sega Dreamcast,2838.3
63,Computer,177.3
64,Apartment,1353.7
65,soft toy,2657.7
66,House,3047.2
67,PS2,2806.1
68,Speakers,1765.2
69,Car,1604
70,Sega Dreamcast,1543.9
71,Apartment,1411.3
72,Computer,1724.9
73,Sega Dreamcast,1921.9
74,Car,2085
75,electronic game,309.8
76,iPod,2480.3
77,Barbie dolls,2019.5
78,PS1,2637.9
79,PS2,1136.5
80,Car,2811.4
81,electronic game,2326.5
82,House,1102.4
83,electronic game,681
84,Sega Dreamcast,1270.7
85,PS1,1288.4
86,Barbie dolls,622.6
87,Sega Dreamcast,1422.3
88,GameBoy,1290.1
89,Luxury car,780.9
90,Speakers,1382.4
91,Barbie dolls,1992.4
92,Nintendo 64 Gamecube,2771.5
93,PS2,1283.6
94,Car,1821.1
95,iPod,338.2
96,PS2,3098.3
97,Cruise package,3199.4
98,Plane tickets,2717
99,electronic game,3027.1
100,Car,1013.1
101,Car,1208.8
102,Apartment,1030.2
103,PS2,1374.6
104,Speakers,87.2
105,Nintendo 64 Gamecube,1153.9
106,Apartment,2997.3
107,soft toy,2869
108,Car,1948.9
109,soft toy,466.4
110,Cruise package,771.2
111,PS1,3202.6
112,Barbie dolls,2379.9
113,Apartment,955.5
114,PS1,1080.7
115,Plane tickets,493.2
116,House,108.5
117,Barbie dolls,1524.3
118,Apartment,1050.6
119,Speakers,2541.2
120,PS1,1917.1
121,board game,307.4
122,Car,2935.2
123,GameBoy,909.9
124,Apartment,1125.3
125,Apartment,2952.7
126,electronic game,2226.6
127,Sega Dreamcast,301.5
128,PS1,1538.6
129,Luxury car,1002.2
130,iPod,1568.6
131,Cruise package,1648
132,Luxury car,1666.4
133,House,2291.6
134,electronic game,1323.1
135,Barbie dolls,1177.1
136,Sega Dreamcast,1466.9
137,Microsoft XBOX,1959
138,Apartment,2833.7
139,board game,2175.3
140,Cruise package,2130.1
141,Nintendo 64 Gamecube,2194.5
142,Computer,1450.4
143,Cruise package,127.1
144,Microsoft XBOX,2173.7
145,Computer,2090.5
146,House,2080.8
147,GameBoy,212.5
148,Luxury car,2959.6
149,board game,188.5
150,Speakers,1565.2
151,Laptop,1627.2
152,Apartment,694.3
153,Plane tickets,3170.3
154,iPod,132.1
155,iPod,1153.9
156,Computer,956.4
157,Luxury car,1371.8
158,House,2614.6
159,Microsoft XBOX,2876.8
160,Cruise package,47.6
161,Luxury car,2869.4
162,board game,2872.4
163,Car,1273.7
164,Nintendo 64 Gamecube,1977.8
165,Barbie dolls,1620.4
166,Speakers,573
167,Computer,3218.8
168,Sega Dreamcast,2273.6
169,GameBoy,900.5
170,Microsoft XBOX,1178.4
171,Nintendo 64 Gamecube,424
172,iPod,867.1
173,GameBoy,285.4
174,PS1,2416.1
175,Car,453.9
176,GameBoy,1469.7
177,Apartment,1885.1
178,Apartment,0.3
179,Luxury car,1624.6
180,soft toy,704.2
181,Car,3060.3
182,Luxury car,2774.4
183,soft toy,261.3
184,Plane tickets,3042.4
185,Apartment,1836.8
186,House,1568.5
187,Microsoft XBOX,823.3
188,Plane tickets,2565.7
189,House,1910.5
190,board game,3183.6
191,Sega Dreamcast,2681.6
192,Speakers,359.5
193,Cruise package,858.5
194,Sega Dreamcast,1706.8
195,Barbie dolls,2870.6
196,Luxury car,1838.7
197,board game,878.4
198,board game,1845.4
199,Barbie dolls,1707.6
200,Sega Dreamcast,555.2
201,Speakers,2733.5
202,Computer,2530.4
203,Speakers,1448.7
204,Nintendo 64 Gamecube,918.3
205,Cruise package,2566.3
206,Nintendo 64 Gamecube,3047.6
207,Barbie dolls,1258.3
208,board game,1183.1
209,Apartment,1408.1
210,Luxury car,2205.6
211,Sega Dreamcast,1599.8
212,House,2244.5
213,GameBoy,1173.2
214,PS2,370.9
215,soft toy,1662.5
216,PS2,2913.6
217,Cruise package,242.8
218,PS2,1093.8
219,Nintendo 64 Gamecube,2932.8
220,GameBoy,1338.7
221,board game,1746.3
222,electronic game,2493.6
223,PS1,2525.6
224,PS2,2570.4
225,iPod,1772.9
226,soft toy,1342.2
227,iPod,2489.9
228,Cruise package,2778.5
229,GameBoy,110.3
230,Luxury car,14
231,Apartment,2320.4
232,Cruise package,2551.8
233,Apartment,744.6
234,Cruise package,3197
235,PS1,890.9
236,soft toy,126.9
237,Luxury car,2118.7
238,Barbie dolls,1085.7
239,Microsoft XBOX,1253.9
240,GameBoy,590.7
241,board game,89.8
242,Car,1317.4
243,PS2,1923.9
244,Apartment,1737.4
245,iPod,306.5
246,electronic game,1516.4
247,Plane tickets,858.1
248,Car,2451.7
249,Cruise package,686
250,Barbie dolls,749.7
251,Sega Dreamcast,2304.6
252,Nintendo 64 Gamecube,853.1
253,PS2,2972.1
254,Microsoft XBOX,743
255,electronic game,303.2
256,Luxury car,1861
257,House,946.8
258,Cruise package,133.7
259,soft toy,1097.9
260,Cruise package,1411.6
261,Nintendo 64 Gamecube,999.4
262,Plane tickets,1421.2
263,Computer,2542
264,board game,3034.6
265,PS2,2965.6
266,Sega Dreamcast,1123.8
267,PS1,2584.3
268,PS2,1251.2
269,iPod,216.3
270,Plane tickets,2463.1
271,Luxury car,792.7
272,PS2,607.6
273,Car,2275.9
274,Sega Dreamcast,1425.4
275,PS2,2743.9
276,Luxury car,1531.6
277,PS2,1324.2
278,electronic game,1903.7
279,Laptop,1067.2
280,Speakers,2162.3
281,Nintendo 64 Gamecube,548.8
282,PS1,939.3
283,House,1953.2
284,electronic game,3048.1
285,Nintendo 64 Gamecube,2765.5
286,PS1,3045.3
287,board game,2100.8
288,PS1,1604.2
289,GameBoy,1906.7
290,Speakers,1351.8
291,PS2,1299.5
292,Cruise package,2544.6
293,House,313.7
294,Luxury car,940.6
295,Barbie dolls,1495.5
296,iPod,1690
297,Barbie dolls,2683
298,Barbie dolls,2448.3
299,Cruise package,2170.5
300,PS2,2134.5
301,Laptop,3047.9
302,Apartment,1643.9
303,Car,1865
304,Cruise package,510.8
305,Microsoft XBOX,843.2
306,Laptop,1704
307,Nintendo 64 Gamecube,2568.7
308,Microsoft XBOX,2337.7
309,Luxury car,175.1
310,Car,2140.8
311,Barbie dolls,594
312,iPod,912.8
313,electronic game,2128.8
314,House,427.6
315,Microsoft XBOX,3254.6
316,GameBoy,1670.9
317,board game,3219.3
318,iPod,3045.4
319,Luxury car,2535.9
320,Cruise package,257.6
321,Apartment,3263.8
322,Microsoft XBOX,74.9
323,Nintendo 64 Gamecube,784.3
324,board game,2791.7
325,soft toy,3013.2
326,Computer,1637.8
327,Apartment,3219.4
328,iPod,3119.6
329,Computer,1375.1
330,Microsoft XBOX,1839.4
331,Nintendo 64 Gamecube,206.3
332,Car,2258.3
333,soft toy,2056.6
334,Laptop,1284.1
335,House,1546.1
336,Speakers,1215.3
337,Cruise package,137.2
338,Cruise package,2966
339,Sega Dreamcast,1545.4
340,Speakers,3227.5
341,iPod,1000
342,Luxury car,1197.2
343,Sega Dreamcast,2657.5
344,electronic game,2485.4
345,Apartment,2808.3
346,Speakers,2894.4
347,iPod,2669.6
348,Speakers,1937.5
349,Car,1511.1
350,Luxury car,2580.1
351,board game,1141.4
352,PS2,1194
353,Apartment,1990.8
354,Computer,2850.1
355,Nintendo 64 Gamecube,2157
356,Speakers,405.8
357,House,2589
358,Speakers,1663.1
359,PS1,283.3
360,GameBoy,456.1
361,Barbie dolls,2158.9
362,GameBoy,2157.9
363,board game,2163.7
364,Nintendo 64 Gamecube,2742.8
365,iPod,154.6
366,Apartment,2401.3
367,PS1,1826.4
368,Nintendo 64 Gamecube,1997.9
369,iPod,2865.3
370,Computer,1108.9
371,Sega Dreamcast,1459.8
372,Plane tickets,1634.7
373,Microsoft XBOX,3024.4
374,Barbie dolls,2957.8
375,soft toy,2285
376,PS1,2470.6
377,PS1,1608.3
378,GameBoy,550.9
379,iPod,1574.1
380,Cruise package,871.8
381,House,3010.4
382,Luxury car,1847.7
383,Nintendo 64 Gamecube,2365.3
384,Laptop,2871
385,Nintendo 64 Gamecube,3252.6
386,Microsoft XBOX,1479.1
387,Nintendo 64 Gamecube,3107.4
388,electronic game,1831.7
389,board game,724.4
390,electronic game,805.4
391,PS2,2.4
392,Nintendo 64 Gamecube,1578
393,Sega Dreamcast,3235.8
394,Apartment,1349.4
395,GameBoy,2045.8
396,PS2,3069.4
397,Microsoft XBOX,1892.1
398,electronic game,1097.8
399,House,3057.9
400,Cruise package,497.2
401,board game,265.7
402,Car,222.4
403,House,2458.9
404,Nintendo 64 Gamecube,3184.8
405,Luxury car,558.8
406,Nintendo 64 Gamecube,3115.4
407,House,2695.7
408,GameBoy,1374
409,Barbie dolls,2464.6
410,Microsoft XBOX,354.1
411,Barbie dolls,2982.6
412,Luxury car,413.1
413,Computer,1618.1
414,board game,2685.2
415,soft toy,2463.5
416,Speakers,2107.7
417,GameBoy,745.2
418,House,2509.1
419,Microsoft XBOX,2963.3
420,Computer,2045.3
421,Plane tickets,741
422,House,491.8
423,Cruise package,1499.9
424,PS2,2894.8
425,Nintendo 64 Gamecube,1169.1
426,PS1,2274.7
427,Sega Dreamcast,2047.9
428,Barbie dolls,1081.4
429,Luxury car,350.8
430,Luxury car,1668.1
431,PS2,677.4
432,Apartment,2543.4
433,House,1599.2
434,Apartment,2757.7
435,Laptop,3051.6
436,Speakers,2034.8
437,Plane tickets,2659.2
438,House,2278
439,Nintendo 64 Gamecube,2193.5
440,Luxury car,1339.6
441,electronic game,1121.2
442,Laptop,1068.6
443,PS2,1717.5
444,Computer,862.2
445,Plane tickets,2703.7
446,PS2,2014
447,PS1,2607.4
448,soft toy,638.6
449,GameBoy,2910.2
450,Nintendo 64 Gamecube,1018.5
451,Plane tickets,2691.1
452,Apartment,938
453,Laptop,1045.2
454,PS1,511.3
455,Cruise package,2260.5
456,Computer,2454.7
457,electronic game,713.9
458,Nintendo 64 Gamecube,2879.3
459,Car,2726.7
460,PS1,2814
461,soft toy,81
462,Sega Dreamcast,214.6
463,soft toy,1590.4
464,electronic game,2498.2
465,Speakers,1381.2
466,Barbie dolls,2974
467,Microsoft XBOX,108.3
468,Sega Dreamcast,533.3
469,Car,359.1
470,Computer,2691.9
471,GameBoy,720.9
