0,536,son
1,1855,uncle
2,1153,father
3,1168,son
4,1423,uncle
5,1719,mother
6,444,auntie
7,111,father
8,270,sister
9,841,auntie
10,45,wife
11,136,daughter
12,1826,brother
13,495,uncle
14,1540,husband
15,1674,brother
16,1666,daughter
17,1007,auntie
18,47,uncle
19,451,brother
20,1281,daughter
21,812,brother
22,1976,uncle
23,1610,father
24,1902,wife
25,1492,mother
26,306,auntie
27,1972,husband
28,1861,auntie
29,482,husband
30,1249,uncle
31,273,mother
32,525,uncle
33,1307,auntie
34,1634,wife
35,1694,wife
36,1002,sister
37,1635,daughter
38,445,husband
39,1603,brother
40,43,father
41,856,daughter
42,1720,mother
43,500,husband
44,1627,uncle
45,1172,father
46,357,auntie
47,801,wife
48,673,wife
49,989,son
50,656,mother
51,520,sister
52,1666,uncle
53,1814,wife
54,404,father
55,161,father
56,173,wife
57,1757,sister
58,1222,daughter
59,511,husband
60,44,wife
61,396,mother
62,758,husband
63,1811,mother
64,279,sister
65,699,uncle
66,243,brother
67,1050,daughter
68,1266,son
69,618,sister
70,326,auntie
71,1549,father
72,1612,auntie
73,1130,daughter
74,1972,sister
75,990,auntie
76,1104,auntie
77,867,auntie
78,1038,sister
79,1583,wife
80,1814,wife
81,429,mother
82,514,son
83,1436,sister
84,1025,daughter
85,202,wife
86,906,sister
87,62,brother
88,1216,uncle
89,1560,auntie
90,1514,son
91,185,daughter
92,1567,son
93,1409,son
94,1236,wife
95,893,sister
96,1286,mother
97,1357,mother
98,1510,brother
99,326,daughter
100,775,uncle
101,1292,daughter
102,760,brother
103,493,father
104,1682,father
105,1278,daughter
106,1152,mother
107,1143,father
108,338,uncle
109,1726,husband
110,1312,auntie
111,1316,wife
112,543,auntie
113,1,brother
114,1493,wife
115,95,uncle
116,956,husband
117,105,father
118,1960,daughter
119,1666,wife
120,776,son
121,1862,daughter
122,575,auntie
123,1873,wife
124,1088,wife
125,1937,wife
126,219,mother
127,924,mother
128,41,brother
129,1761,father
130,649,mother
131,1152,uncle
132,8,son
133,1897,uncle
134,803,mother
135,133,son
136,1340,mother
137,1302,auntie
138,462,auntie
139,415,father
140,560,mother
141,275,brother
142,1291,daughter
143,1519,son
144,1005,sister
145,455,mother
146,1849,father
147,1937,wife
148,980,wife
149,1107,brother
150,735,mother
151,477,father
152,1749,mother
153,470,wife
154,1413,brother
155,840,sister
156,109,father
157,1852,husband
158,858,husband
159,931,sister
160,497,daughter
161,9,uncle
162,1421,wife
163,617,husband
164,1222,sister
165,288,son
166,1430,brother
167,1779,daughter
168,523,daughter
169,352,son
170,252,sister
171,1414,mother
172,1852,wife
173,1427,son
174,1935,son
175,1489,sister
176,655,sister
177,1231,sister
178,1917,daughter
179,1089,uncle
180,1464,uncle
181,872,husband
182,479,auntie
183,1615,mother
184,1415,mother
185,1578,daughter
186,955,son
187,1966,uncle
188,1286,auntie
189,1105,auntie
190,1458,son
191,1552,uncle
192,686,son
193,579,father
194,1041,mother
195,1585,father
196,1665,brother
197,1938,auntie
198,1698,daughter
199,360,daughter
200,320,husband
201,1661,auntie
202,1722,wife
203,59,mother
204,1444,father
205,1406,son
206,587,brother
207,1978,son
208,102,brother
209,619,husband
210,722,father
211,528,sister
212,1162,auntie
213,215,son
214,824,sister
215,583,son
216,669,brother
217,1760,father
218,1442,daughter
219,515,son
220,429,sister
221,497,sister
222,1939,wife
223,1348,sister
224,1024,brother
225,800,wife
226,806,uncle
227,1143,wife
228,1593,auntie
229,239,wife
230,1047,sister
231,420,uncle
232,200,daughter
233,380,father
234,458,mother
235,191,father
236,185,brother
237,659,brother
238,512,brother
239,281,sister
240,1106,brother
241,1753,mother
242,1367,uncle
243,1614,sister
244,440,husband
245,33,auntie
246,1017,uncle
247,1734,mother
248,489,father
249,441,daughter
250,1034,sister
251,135,husband
252,192,son
253,284,wife
254,1068,uncle
255,191,wife
256,1846,daughter
257,1919,wife
258,397,husband
259,1692,auntie
260,1486,daughter
261,1430,uncle
262,69,son
263,423,father
264,1718,daughter
265,975,husband
266,426,son
267,1730,uncle
268,1771,brother
269,1411,father
270,1518,daughter
271,1919,father
272,275,auntie
273,1690,brother
274,1342,sister
275,1323,wife
276,819,brother
277,1910,auntie
278,1459,husband
279,1340,son
280,1305,mother
281,197,daughter
282,275,sister
283,89,husband
284,80,wife
285,497,wife
286,766,husband
287,1873,uncle
288,33,daughter
289,34,sister
290,1107,husband
291,16,auntie
292,1135,sister
