0,yes,86.1
1,no,0
2,yes,118.4
3,no,0
4,no,0
5,no,0
6,yes,264.7
7,no,0
8,no,0
9,no,0
10,yes,86.7
11,no,0
12,no,0
13,no,0
14,yes,262.1
15,no,0
16,no,0
17,no,0
18,no,0
19,no,0
20,no,0
21,no,0
22,no,0
23,no,0
24,no,0
25,no,0
26,no,0
27,yes,300.6
28,yes,214.8
29,no,0
30,no,0
31,no,0
32,yes,346.7
33,yes,332.2
34,no,0
35,no,0
36,yes,329.6
37,yes,319.3
38,yes,164.6
39,yes,453.6
40,yes,366.9
41,yes,291.9
42,yes,175.3
43,yes,498.2
44,no,0
45,no,0
46,no,0
47,yes,167.3
48,no,0
49,no,0
50,yes,150.9
51,no,0
52,no,0
53,yes,161.6
54,no,0
55,yes,188.8
56,no,0
57,yes,88.9
58,no,0
59,no,0
60,no,0
61,yes,131.5
62,no,0
63,yes,331.8
64,yes,258.8
65,yes,428.1
66,yes,208.1
67,yes,251.6
68,yes,199.8
69,no,0
70,yes,329.9
71,no,0
72,yes,144.8
73,yes,147.5
74,yes,73.2
75,yes,63.7
76,no,0
77,no,0
78,no,0
79,no,0
80,no,0
81,yes,180.6
82,yes,119.3
83,yes,440.6
84,yes,369.1
85,no,0
86,no,0
87,no,0
88,yes,244.6
89,yes,128.4
90,no,0
91,yes,241.5
92,no,0
93,no,0
94,yes,132.1
95,yes,280
96,yes,56.8
97,no,0
98,yes,165.9
99,no,0
100,no,0
101,yes,82.9
102,yes,296.9
103,yes,478.5
104,no,0
105,no,0
106,no,0
107,no,0
108,yes,24.2
109,no,0
110,no,0
111,no,0
112,yes,482.4
113,no,0
114,yes,235.3
115,no,0
116,no,0
117,no,0
118,yes,279.9
119,no,0
120,yes,27
121,yes,59
122,no,0
123,yes,247.3
124,yes,146.9
125,no,0
126,no,0
127,no,0
128,no,0
129,no,0
130,yes,75.9
131,no,0
132,no,0
133,no,0
134,no,0
135,no,0
136,no,0
137,yes,417
138,no,0
139,yes,46.7
140,yes,48.6
141,yes,248.1
142,no,0
143,no,0
144,no,0
145,yes,293.2
146,no,0
147,no,0
148,yes,76.3
149,no,0
150,no,0
151,yes,160.5
