68,173
284,153
159,88
345,143
275,90
131,9
251,196
222,65
339,134
65,11
157,128
245,20
21,149
236,112
69,46
306,18
104,143
69,8
112,59
371,126
277,113
151,136
163,84
291,132
339,179
13,165
197,61
298,57
194,154
122,13
308,98
57,133
130,118
209,141
365,88
400,198
220,155
93,177
375,130
121,37
309,50
328,89
182,191
221,57
64,191
135,185
171,96
108,106
27,139
345,86
336,5
183,149
143,81
221,6
334,39
121,101
322,171
203,6
265,70
55,109
311,52
200,140
353,186
309,33
26,45
85,53
209,19
354,61
103,115
159,38
289,163
377,194
2,61
255,141
197,33
384,54
333,129
104,126
222,190
283,66
312,5
190,121
102,122
280,69
75,112
155,25
119,198
82,150
156,105
58,196
99,25
368,123
317,173
158,168
107,181
293,78
348,51
282,10
138,17
144,132
83,57
217,191
8,23
108,15
344,183
149,141
122,173
175,100
60,137
66,89
111,110
253,164
254,79
210,144
370,153
4,165
72,134
145,32
141,95
335,199
143,6
56,119
258,87
117,193
148,68
28,57
34,75
9,108
199,80
382,52
121,129
90,133
1,54
234,117
269,53
19,61
280,15
267,178
260,85
282,99
221,111
131,8
45,154
226,182
271,79
166,101
180,123
379,94
119,194
270,84
145,83
159,18
267,114
293,174
56,135
134,200
30,106
193,118
248,139
241,115
173,28
321,131
173,125
160,94
353,194
100,47
256,14
365,76
369,7
112,164
100,55
144,138
15,93
221,68
346,103
332,153
393,110
201,86
124,39
255,167
184,190
259,22
259,129
20,61
34,189
387,179
387,35
66,40
265,39
318,144
379,30
188,170
107,6
117,150
360,187
305,168
211,117
180,95
273,18
283,156
293,157
310,154
10,187
387,58
387,9
77,4
20,56
9,157
237,92
141,11
9,63
254,42
282,104
256,163
322,154
60,97
194,102
32,132
131,65
378,161
374,67
387,79
76,156
267,98
260,175
136,198
232,116
94,155
134,110
333,59
367,57
62,44
242,81
331,158
246,3
81,179
201,36
358,170
156,27
282,162
234,128
128,174
92,1
57,29
351,96
388,86
400,94
344,78
252,46
109,17
250,186
318,26
197,141
63,83
235,173
46,107
71,183
331,179
222,127
215,7
299,14
126,188
11,10
371,69
329,181
96,166
375,141
250,173
337,134
134,132
225,82
127,47
66,171
354,53
117,46
288,153
37,184
337,77
331,101
184,75
192,29
314,100
22,13
318,180
53,31
164,100
71,153
373,53
131,189
302,12
346,190
267,155
66,117
278,178
21,39
365,175
281,103
244,187
222,122
368,95
90,79
335,11
53,34
135,181
163,93
133,9
340,6
258,189
76,62
261,177
243,111
107,105
317,75
295,99
376,108
25,55
216,87
256,57
49,87
15,143
345,139
400,3
235,87
172,120
75,59
326,76
365,118
314,58
276,48
265,12
187,18
289,51
341,62
62,38
342,150
84,76
109,46
119,122
168,40
96,67
86,179
273,74
282,75
162,8
149,23
115,79
224,117
304,163
172,109
51,163
281,80
157,34
72,63
195,70
242,19
296,102
53,159
157,115
162,175
107,93
376,64
29,50
158,148
222,95
354,196
310,71
116,44
228,99
2,133
58,87
162,157
378,57
1,199
132,176
238,130
77,168
86,66
287,55
61,137
371,135
225,19
319,177
399,124
31,102
386,169
100,54
31,169
192,84
241,26
109,175
214,124
48,177
390,118
193,125
6,186
55,131
273,105
85,140
81,181
311,100
224,75
107,185
226,149
64,56
302,1
288,170
256,28
332,89
384,44
43,165
1,79
322,84
201,47
274,181
50,58
21,35
341,123
22,138
386,138
163,35
31,148
132,88
39,123
57,22
381,27
261,13
52,50
28,49
129,101
45,166
27,177
191,109
40,176
45,176
87,24
65,71
93,51
131,129
96,104
245,148
262,87
170,9
172,106
66,82
349,29
100,139
94,40
146,67
8,164
106,143
227,171
335,29
99,133
37,149
5,20
159,55
56,138
232,12
364,87
35,7
395,116
291,128
10,142
298,156
30,140
387,142
143,96
190,195
141,45
334,80
292,172
355,188
242,190
248,69
386,48
45,156
224,170
227,39
299,143
57,98
393,82
40,149
286,28
209,92
394,111
162,97
181,50
218,18
315,107
66,130
168,134
55,136
130,144
297,17
393,65
198,182
271,173
148,142
72,73
160,129
48,21
329,122
206,23
283,18
29,89
397,92
212,176
42,20
234,28
63,150
204,150
281,160
330,165
188,143
293,22
196,10
88,134
348,113
121,41
303,84
62,113
257,170
301,112
320,184
317,109
316,60
187,79
128,186
379,153
348,59
20,103
26,115
194,183
44,114
381,47
119,154
263,189
50,32
344,11
61,146
122,144
225,149
275,117
251,132
134,155
215,88
121,71
334,66
180,155
112,137
174,100
1,164
262,189
195,22
68,46
391,20
174,52
2,192
330,47
177,108
71,14
381,133
138,11
108,165
185,166
334,62
120,66
162,31
7,58
43,49
56,145
103,86
2,44
329,118
247,144
43,88
342,106
373,43
127,115
236,91
25,168
28,98
310,99
387,83
81,59
178,55
205,132
117,158
205,110
61,77
243,174
177,186
265,87
297,153
97,70
102,28
381,56
355,139
286,117
252,121
141,9
160,106
266,158
376,158
184,123
165,143
85,138
171,154
363,60
336,55
40,29
146,136
205,112
187,3
72,64
325,48
338,68
157,185
8,144
186,44
202,66
251,147
358,163
305,182
321,10
209,61
299,8
144,158
236,97
13,22
70,7
360,107
81,100
14,1
146,186
364,4
69,169
397,11
155,199
230,169
53,107
2,86
335,18
350,98
93,181
36,29
39,81
200,151
20,148
389,43
344,120
37,17
12,49
322,136
353,174
111,112
294,41
225,199
112,53
24,71
22,158
80,123
346,31
238,112
20,75
195,52
157,97
121,115
206,90
395,146
358,64
295,200
238,110
389,200
349,55
36,8
298,8
233,158
388,197
7,199
179,4
77,31
397,147
306,184
136,58
65,59
195,65
308,95
114,64
162,4
349,48
281,183
280,180
330,51
257,143
310,3
155,164
188,178
28,120
224,159
153,88
42,129
381,66
148,54
123,37
210,132
201,159
201,2
362,137
342,46
341,44
323,156
394,84
323,184
139,168
280,156
32,181
12,164
399,190
113,126
123,78
297,93
253,167
276,98
115,192
173,57
299,56
308,172
77,77
89,50
59,123
93,102
298,173
249,39
381,101
251,58
86,44
260,138
28,72
274,91
331,160
46,49
127,136
85,139
318,61
103,79
136,96
385,29
31,171
187,82
326,77
289,91
140,197
50,125
69,143
346,102
316,194
256,102
314,165
383,115
357,109
340,143
362,48
268,73
281,78
27,167
178,93
396,110
387,49
60,135
270,117
261,10
396,84
203,79
357,182
345,49
59,100
345,129
73,122
69,132
222,6
96,179
185,181
259,70
388,80
217,128
209,49
74,65
197,192
120,158
358,11
267,128
214,17
61,70
381,190
68,132
23,68
131,185
275,29
351,17
231,179
18,111
132,155
290,41
397,85
270,192
102,37
398,62
239,150
168,182
141,140
162,34
13,182
363,63
183,45
327,96
164,168
126,174
164,146
237,35
390,120
77,58
233,28
110,195
147,25
83,188
166,157
278,110
128,142
191,94
260,51
291,81
70,146
349,49
136,149
285,186
215,124
20,4
325,1
299,150
213,38
181,102
313,22
331,147
395,94
18,63
173,17
44,85
385,78
291,142
167,19
102,123
282,101
337,186
137,118
397,153
183,110
253,3
18,77
212,61
67,6
295,24
378,99
151,20
135,64
378,145
264,185
238,165
326,163
349,140
222,179
62,114
304,176
353,138
185,2
153,93
17,79
296,41
100,129
59,135
321,145
42,18
388,42
270,40
355,165
383,90
315,16
373,83
329,117
155,107
199,36
210,57
316,160
171,66
50,34
114,12
246,176
123,169
82,180
206,44
106,180
145,116
137,156
138,148
377,29
33,198
164,156
103,35
237,11
313,108
157,112
19,109
79,95
101,134
11,55
5,17
323,192
282,19
223,56
20,131
168,88
108,156
166,97
240,18
123,38
91,126
268,80
101,153
323,180
303,34
86,85
29,32
276,96
50,54
229,172
381,33
223,13
277,147
312,125
293,134
46,97
247,71
280,197
18,112
251,127
163,11
139,84
189,71
280,141
49,101
164,23
171,23
165,109
178,125
191,38
253,183
319,190
70,50
40,109
48,90
302,82
24,99
387,197
397,120
340,151
286,192
83,122
136,108
115,24
60,1
245,60
146,69
86,131
224,124
116,97
169,200
180,131
373,17
293,167
84,170
338,29
147,184
27,85
42,136
32,189
315,71
66,153
251,105
57,17
13,174
293,40
243,56
198,10
340,110
378,68
380,117
218,96
358,19
291,183
122,123
341,45
343,24
29,67
207,170
147,87
21,41
371,12
199,180
27,105
395,40
41,65
203,130
227,184
225,163
51,25
64,30
201,184
152,34
62,155
215,120
169,134
272,84
68,114
253,131
348,78
388,161
171,161
235,47
213,5
90,39
68,147
117,48
372,141
198,167
78,96
236,115
37,126
166,151
323,85
253,174
368,105
341,48
103,50
146,182
25,118
346,87
190,180
287,80
319,133
40,6
5,171
84,52
303,111
46,178
357,155
367,179
336,44
55,197
326,93
233,86
246,164
89,139
312,157
343,200
152,159
57,20
40,33
382,120
2,93
276,117
27,188
131,165
306,128
47,114
89,79
261,62
128,84
282,102
277,184
84,62
13,90
101,82
273,68
26,130
25,9
104,99
121,15
66,53
46,113
122,32
264,58
221,45
277,128
333,7
209,182
365,166
78,152
350,159
181,4
188,196
122,61
248,20
33,78
324,171
372,49
160,64
399,53
247,193
65,169
248,191
82,148
310,9
85,15
206,48
317,25
156,23
175,9
332,169
235,137
353,32
250,119
120,58
198,170
58,2
28,158
196,71
2,144
86,174
104,9
253,80
33,155
48,163
206,165
237,26
31,118
306,92
264,131
11,125
21,120
110,111
142,104
328,30
168,68
293,62
225,117
194,181
201,59
323,144
49,97
387,70
245,191
334,159
136,45
96,138
324,15
28,41
63,69
380,78
268,24
236,17
38,180
149,40
157,167
202,45
46,30
228,47
132,162
190,48
65,77
288,137
332,160
54,71
41,156
85,154
83,31
48,124
223,177
293,89
111,91
14,75
91,26
70,177
361,160
114,122
82,169
116,115
157,181
215,3
61,171
273,175
136,31
103,7
360,168
42,186
218,32
189,114
65,51
168,175
302,40
222,92
208,147
207,35
219,31
93,121
330,164
142,170
324,139
198,179
208,189
354,81
360,125
20,109
15,9
34,148
321,179
381,8
191,119
162,128
231,101
115,7
22,156
67,48
109,42
163,69
372,38
175,10
385,130
342,41
383,56
222,156
39,29
150,92
311,17
331,63
306,157
55,11
119,88
299,188
343,84
283,77
234,82
317,47
336,6
31,149
72,83
347,196
194,12
60,179
118,103
93,182
241,98
342,129
243,83
246,47
329,129
367,137
26,92
356,133
4,93
291,4
229,28
354,145
169,109
59,130
310,2
7,168
216,152
155,87
78,73
342,45
65,4
70,58
216,78
174,163
45,190
24,182
44,140
105,141
97,168
9,3
287,10
367,95
240,36
95,28
304,145
291,60
248,140
170,80
235,25
290,1
210,116
23,163
248,179
9,143
68,36
399,92
314,70
78,122
113,105
184,103
98,132
36,198
21,66
1,51
252,100
298,103
172,117
344,35
334,16
251,63
218,90
310,199
190,71
157,66
178,133
239,34
107,82
35,82
385,6
292,60
130,16
301,110
354,74
67,23
168,108
53,69
138,170
116,164
52,148
226,125
267,33
204,85
212,122
183,57
19,184
395,130
5,101
242,52
28,27
64,158
78,55
320,153
300,179
18,161
99,54
86,29
197,12
247,54
293,94
119,193
356,15
159,125
14,27
147,83
387,47
167,176
231,137
196,28
265,118
8,175
36,53
81,89
135,7
264,111
132,83
29,12
347,116
54,13
228,113
343,178
239,39
336,149
27,49
201,124
72,51
206,63
366,185
395,41
330,18
310,134
315,60
303,25
160,134
313,2
16,96
5,33
343,67
18,125
99,200
167,3
18,137
156,80
361,177
124,109
53,77
331,173
258,71
343,168
380,110
160,5
185,88
150,32
211,194
295,121
183,77
166,73
78,137
362,162
62,166
140,6
288,111
302,115
80,13
27,129
147,172
8,184
371,184
140,14
166,128
13,50
14,100
117,3
288,110
341,136
354,66
276,177
54,17
301,94
276,84
8,128
249,193
260,25
2,16
73,148
262,74
95,100
134,5
46,86
358,34
340,118
360,147
137,99
381,45
210,1
219,34
375,105
204,195
181,99
220,112
243,151
305,191
101,22
264,69
97,172
52,80
70,57
53,192
309,60
265,1
295,39
326,34
237,48
339,146
84,141
281,112
65,5
141,119
102,94
379,155
151,34
81,103
272,113
145,1
20,60
178,56
350,92
1,181
278,119
345,200
113,176
171,159
212,3
139,37
230,183
312,51
279,159
92,21
19,31
40,126
148,70
286,115
379,40
91,31
364,89
42,4
124,88
346,188
284,89
187,187
51,129
58,93
172,144
210,71
69,24
335,86
210,47
208,25
213,198
84,183
175,71
290,128
162,153
357,102
350,35
254,95
376,26
296,65
282,194
105,124
397,14
109,94
199,16
370,178
132,143
244,189
309,155
134,30
251,162
325,170
162,200
285,90
222,25
343,199
119,182
57,63
52,88
60,54
393,39
236,141
352,138
178,97
391,133
256,11
159,67
353,27
65,80
223,116
14,101
369,190
157,187
251,46
355,54
68,197
369,150
165,67
336,135
118,18
174,67
40,154
262,68
162,39
161,180
381,165
350,184
366,199
194,25
102,146
304,112
396,156
359,188
53,52
190,142
377,192
368,63
37,121
248,62
159,199
315,75
238,4
39,162
37,81
319,120
163,82
340,183
156,155
323,34
197,7
193,55
310,127
95,57
44,191
33,67
183,44
1,105
238,126
284,64
249,88
279,106
317,186
13,198
364,189
336,58
266,191
232,109
271,186
156,129
159,130
380,9
42,142
164,111
114,148
65,26
17,146
49,144
262,136
77,74
51,70
85,160
344,15
287,24
398,131
161,109
116,26
390,49
232,162
57,196
231,108
218,20
224,54
282,20
225,34
182,120
340,197
225,33
351,45
28,45
352,52
390,157
85,100
73,13
308,56
308,131
330,171
290,123
62,134
255,112
45,90
391,192
55,62
368,191
44,40
291,39
330,3
255,100
147,52
28,8
352,149
144,123
9,94
228,153
240,87
276,185
368,142
184,161
40,81
53,59
23,170
323,13
55,5
381,99
282,35
266,53
277,76
350,88
383,174
127,86
263,56
24,109
56,5
256,119
46,161
232,39
118,149
279,78
311,42
294,97
66,119
250,179
90,27
116,73
259,18
59,58
109,87
372,123
221,125
262,188
288,182
65,3
287,144
8,140
368,162
82,5
82,66
229,155
55,36
237,175
287,186
46,6
344,134
223,148
88,8
243,110
214,192
311,169
203,179
205,165
28,190
170,185
260,91
65,109
132,102
270,170
26,62
163,130
130,188
18,47
351,181
222,197
327,48
130,135
178,62
254,50
145,84
214,107
367,98
313,65
104,1
113,10
75,150
367,190
164,102
219,92
176,91
93,108
219,14
236,162
356,122
168,78
205,91
250,79
3,78
317,13
348,147
236,178
62,141
238,39
212,46
64,62
366,174
73,165
241,165
231,39
10,75
103,171
399,115
55,69
105,122
44,119
195,100
130,85
226,49
247,131
354,97
262,142
100,181
357,125
169,17
269,187
333,161
308,76
205,53
166,153
259,132
313,81
360,95
211,115
104,97
348,31
235,165
133,73
134,150
204,13
321,154
42,126
358,86
354,188
175,112
154,33
172,14
343,114
23,194
42,189
152,138
140,15
327,57
203,131
373,103
338,177
328,185
249,180
139,153
353,130
2,52
318,130
350,157
131,15
197,92
335,62
271,102
185,105
400,179
236,41
105,66
242,182
125,60
338,142
339,83
266,70
176,81
299,148
194,161
102,88
349,102
234,127
342,148
379,149
272,82
353,61
266,165
262,26
117,187
13,75
390,12
259,1
336,105
295,167
271,145
56,158
293,95
275,150
212,85
329,148
143,55
34,190
193,104
84,63
394,37
274,147
157,19
277,65
75,154
235,36
254,38
369,104
197,8
386,5
98,33
253,93
260,146
151,60
389,108
374,100
68,179
313,166
240,66
376,32
169,60
303,10
278,183
361,62
277,145
254,98
183,96
141,127
360,99
104,47
191,9
306,1
346,12
38,95
52,157
144,153
11,113
15,6
360,56
270,34
161,15
251,185
163,52
162,25
349,32
38,87
130,183
292,139
284,70
55,26
145,152
379,55
263,145
306,177
38,167
264,170
114,75
23,165
261,124
234,197
206,62
371,37
236,20
314,76
265,195
92,28
102,50
335,87
123,10
391,80
139,193
394,146
376,71
51,75
124,85
233,151
115,129
365,100
361,74
246,16
215,83
220,85
285,73
326,200
46,84
276,181
223,160
348,114
77,33
22,141
48,169
230,86
148,161
92,164
18,96
349,81
192,134
112,157
125,31
184,179
218,80
340,190
121,11
103,161
231,131
392,129
106,31
233,190
233,196
125,158
73,53
207,155
333,155
156,32
278,117
124,99
275,114
178,168
352,172
50,55
144,46
364,118
89,56
364,181
211,188
386,13
207,86
209,32
42,70
393,187
342,14
35,158
86,15
174,172
155,185
123,81
132,166
302,168
395,79
252,3
335,104
85,146
114,109
27,199
93,186
106,53
99,117
250,109
362,179
332,157
307,21
300,164
174,77
209,66
160,105
88,136
69,122
208,158
85,148
246,153
328,115
95,49
233,161
215,59
205,154
140,131
176,76
57,64
243,135
83,197
263,192
102,11
279,141
157,151
393,32
20,132
148,148
157,81
351,41
308,65
349,23
339,77
345,140
53,145
195,102
267,9
392,175
144,129
292,67
253,151
231,139
284,65
55,31
141,174
43,101
377,94
371,188
26,177
280,71
247,120
87,10
113,149
93,126
303,123
146,37
377,181
229,100
326,48
315,179
198,136
6,174
351,43
103,120
329,64
84,172
88,197
328,28
300,50
285,38
186,89
170,25
72,115
332,131
155,169
86,184
145,119
280,10
78,72
273,67
311,145
5,108
175,47
156,99
116,88
96,157
313,19
20,113
355,166
324,41
227,147
17,71
133,90
217,187
124,5
265,142
204,181
66,197
389,40
332,167
146,119
397,21
229,32
280,20
241,169
101,124
148,135
84,174
283,130
177,200
340,161
359,167
209,108
133,145
65,174
80,120
78,14
238,53
358,17
189,170
378,98
199,166
313,45
23,31
282,30
328,169
91,125
258,72
189,46
148,47
219,177
16,14
398,22
41,133
211,22
317,92
151,82
66,6
231,188
130,17
218,168
214,166
331,112
228,184
216,90
297,87
156,10
180,146
397,143
39,198
180,159
191,120
79,88
126,4
297,174
125,116
148,30
259,23
332,132
324,111
123,121
138,137
28,129
308,114
96,184
209,134
146,3
362,96
315,6
243,144
324,104
256,80
64,48
391,125
277,127
329,94
382,162
112,125
305,54
24,128
321,74
269,23
4,162
376,163
178,98
25,99
274,149
227,70
20,8
250,175
174,1
253,147
328,23
163,68
246,200
248,131
232,149
180,32
3,142
207,137
125,76
23,28
363,139
205,180
347,100
19,37
80,156
262,56
369,118
347,101
288,48
27,108
220,160
78,49
374,5
217,11
243,70
167,147
54,171
184,116
234,69
124,127
34,158
210,15
65,120
90,142
331,177
245,172
179,186
165,184
364,7
156,182
223,192
299,68
379,117
379,2
300,117
61,135
75,15
226,28
187,37
393,121
159,36
172,33
171,76
345,38
66,95
257,164
105,123
131,55
333,63
310,36
154,168
72,113
278,129
58,147
34,92
391,58
366,147
296,166
318,173
129,10
138,154
235,188
37,116
120,139
258,51
111,95
60,82
168,163
17,148
29,142
28,121
370,16
82,44
164,87
30,103
258,64
157,62
79,156
218,67
66,135
119,78
164,170
304,26
7,195
111,17
310,34
30,37
145,187
325,17
191,152
45,137
245,80
43,154
361,155
229,181
94,158
287,17
364,131
156,11
221,120
228,138
62,27
361,51
53,21
314,181
295,186
8,126
106,157
87,108
14,83
393,20
89,107
95,98
258,106
223,176
208,15
212,159
224,43
8,30
39,22
209,125
205,98
239,8
342,145
49,124
16,189
75,148
79,67
104,152
71,166
238,98
94,189
151,104
79,164
345,152
190,131
170,96
271,17
166,192
309,190
315,174
299,91
331,191
244,82
340,45
11,102
170,112
358,7
132,61
262,35
129,19
260,190
102,55
366,125
13,104
136,54
338,31
290,57
396,98
79,127
125,181
189,65
73,36
150,24
21,190
200,55
82,39
4,114
103,100
153,182
127,172
62,22
216,171
65,160
295,38
242,84
235,78
351,63
328,197
142,51
32,177
60,39
273,163
72,61
97,47
367,88
201,169
149,18
293,68
104,55
295,9
213,27
78,193
375,148
347,3
275,190
141,149
324,99
49,123
264,55
91,176
151,100
307,95
38,147
272,32
96,69
38,195
175,85
367,150
365,157
346,39
94,35
309,80
217,130
380,142
282,63
335,119
265,106
277,86
137,193
3,1
144,27
187,93
248,169
20,126
74,29
205,160
70,128
305,132
322,52
361,148
232,134
52,133
94,26
231,151
116,19
373,61
368,185
269,197
57,33
134,119
277,130
123,62
147,157
7,88
200,187
47,141
218,132
146,161
366,139
353,105
290,106
350,94
377,158
102,45
154,146
381,19
327,157
398,177
334,124
400,20
2,85
247,96
224,98
96,126
250,131
232,78
341,100
194,99
396,44
129,191
178,33
135,70
285,146
143,75
116,24
361,27
218,48
24,51
8,170
284,26
60,23
256,174
132,197
56,42
41,30
347,129
158,92
63,143
316,75
395,117
291,188
110,91
292,101
160,185
283,80
174,45
274,11
49,99
38,156
211,55
247,40
257,92
339,144
206,18
304,131
317,33
331,146
188,73
291,93
386,37
292,192
279,27
133,157
230,4
369,120
115,44
315,96
238,178
48,26
384,100
274,70
231,67
334,92
132,184
400,26
321,115
145,155
121,66
380,148
385,199
251,181
211,175
136,10
15,159
38,118
95,23
71,134
364,42
224,65
306,83
95,103
275,28
351,103
261,26
336,199
272,80
392,47
257,82
186,200
341,185
380,143
323,182
294,198
60,176
174,10
131,117
198,134
61,155
147,18
311,196
28,59
202,51
391,34
319,97
307,44
146,158
389,123
25,40
3,65
17,37
369,9
207,139
317,133
15,85
127,85
56,11
280,184
28,74
274,14
121,24
179,76
146,155
33,22
171,195
151,97
294,109
305,116
28,172
188,128
229,46
251,109
68,200
288,104
